name,lat_NS,long_EW,elevation,q,q_uncertainty,T_grad_mean,T_grad_uncertainty,T_grad_mean_cor,tc_mean,tc_uncertainty,total_depth_MD,geo_lithology,geo_stratigraphy,Region,Quality_Code
GADIAH,36.0333,-110.516,1825.0,76.0,,24.0,,,3.5,,,,,,Ux.Mx.-------
GILAM2/3,32.9833,-109.7,1293.0,76.0,,31.0,,,2.4,,,,,,Ux.Mx.-------
GILAM4,32.9833,-109.783,1097.0,75.0,,37.0,,,2.0,,,,,,Ux.Mx.-------
GILAM5,33.1333,-109.916,1350.0,79.0,,32.0,,,2.4,,,,,,Ux.Mx.-------
MB2311,34.9833,-109.15,1654.0,46.0,,19.0,,,2.3,,,,,,Ux.Mx.-------
MORENC,33.0833,-109.366,1296.0,64.0,,22.0,,,2.9,,,,,,Ux.Mx.-------
NAVAJO,35.1,-109.433,1796.0,110.0,,51.0,,,2.1,,,,,,Ux.Mx.-------
NAVNAT2,36.9667,-109.15,1556.0,64.0,,25.0,,,2.5,,,,,,Ux.Mx.-------
PAGE1,36.95,-111.483,1194.0,54.0,,13.0,,,4.2,,,,,,Ux.Mx.-------
REDHLL,34.2833,-108.783,2125.0,112.0,,51.0,,,2.2,,,,,,Ux.Mx.-------
REDHLL,34.2833,-108.783,2125.0,96.0,,35.0,,,2.7,,,,,,Ux.Mx.-------
SLICKR,32.7833,-109.383,1230.0,87.0,,45.0,,,2.0,,,,,,Ux.Mx.-------
SOL5,32.8167,-109.516,1067.0,50.0,,19.0,,,2.6,,,,,,Ux.Mx.-------
YERINGTN,38.9167,-119.066,1463.0,75.0,,20.0,,,3.6,,,,,,Ux.Mx.-------
AJOHS1-2,32.1,-112.75,613.0,101.0,,34.0,,,2.9,,,,,,Ux.Mx.-------
B-20,38.15,-91.25,290.0,51.0,,14.0,,,3.5,,,,,,Ux.Mx.-------
BAGDAD2,34.5917,-113.191,1218.0,66.0,,22.0,,,3.0,,,,,,Ux.Mx.-------
BARSTOW,34.65,-116.683,1250.0,66.0,,20.0,,,3.3,,,,,,Ux.Mx.-------
BATTLE M,40.55,-117.233,1650.0,86.0,,18.0,,,4.8,,,,,,Ux.Mx.-------
BITCREE,32.9,-109.033,1463.0,115.0,,41.0,,,2.8,,,,,,Ux.Mx.-------
BLODGETT,38.8667,-120.65,1270.0,44.0,,11.0,,,3.7,,,,,,Ux.Mx.-------
BLUEHILL,44.4,-68.6167,30.0,60.0,,15.0,,,3.9,,,,,,Ux.Mx.-------
BRADFORD,43.2667,-71.9833,250.0,66.0,,22.0,,,2.9,,,,,,Ux.Mx.-------
BREWSTER,41.75,-70.0833,20.0,48.0,,15.0,,,3.1,,,,,,Ux.Mx.-------
CAMBRIDG,42.3833,-71.1167,6.0,50.0,,13.0,,,3.8,,,,,,Ux.Mx.-------
CANONCY,38.5,-105.333,1937.0,76.0,,25.0,,,3.1,,,,,,Ux.Mx.-------
CASCO,44.05,-70.6167,110.0,75.0,,22.0,,,3.4,,,,,,Ux.Mx.-------
CHELMSFO,42.6333,-71.4167,24.0,68.0,,18.0,,,3.8,,,,,,Ux.Mx.-------
CLIFFE,33.05,-108.5,1540.0,107.0,,40.0,,,2.6,,,,,,Ux.Mx.-------
CONCORD,43.2,-71.5333,85.0,72.0,,20.0,,,3.6,,,,,,Ux.Mx.-------
CONTINEN,31.8833,-111.0,908.0,103.0,,28.0,,,3.6,,,,,,Ux.Mx.-------
CRESCENT,35.4667,-115.133,1605.0,97.0,,27.0,,,3.6,,,,,,Ux.Mx.-------
CROWSPG5,38.2333,-117.55,1565.0,96.0,,31.0,,,3.0,,,,,,Ux.Mx.-------
CS-2,48.9167,-117.333,674.0,115.0,,26.0,,,5.2,,,,,,Ux.Mx.-------
CS-9,48.9167,-117.333,736.0,96.0,,22.0,,,4.8,,,,,,Ux.Mx.-------
DURHAM,43.1167,-70.9167,6.0,45.0,,17.0,,,2.6,,,,,,Ux.Mx.-------
ELIZABET,44.2167,-73.5333,150.0,33.0,,18.0,,,1.9,,,,,,Ux.Mx.-------
ELY 4,47.8167,-91.7167,456.0,36.0,,18.0,,,1.9,,,,,,Ux.Mx.-------
ELY3,47.8167,-91.7167,463.0,33.0,,18.0,,,1.8,,,,,,Ux.Mx.-------
FITZWILL,42.7833,-72.1333,330.0,68.0,,21.0,,,3.2,,,,,,Ux.Mx.-------
GARDNERV,38.85,-119.75,1490.0,47.0,,19.0,,,2.4,,,,,,Ux.Mx.-------
GC-1,39.8667,-112.05,1865.0,82.0,,39.0,,,2.0,,,,,,Ux.Mx.-------
GILMAN,39.55,-106.4,3119.0,94.0,,20.0,,,3.5,,,,,,Ux.Mx.-------
HALL MIN,38.3167,-117.3,1800.0,105.0,,32.0,,,3.2,,,,,,Ux.Mx.-------
HELVETIA,31.8667,-110.8,1225.0,74.0,,24.0,,,3.1,,,,,,Ux.Mx.-------
HUALAPAI,35.1333,-113.816,1460.0,89.0,,26.0,,,3.3,,,,,,Ux.Mx.-------
K-13,37.5,-90.6667,365.0,51.0,,16.0,,,3.2,,,,,,Ux.Mx.-------
KANCAMAG,44.0333,-71.4833,730.0,94.0,,25.0,,,3.7,,,,,,Ux.Mx.-------
LEVASY,39.0833,-94.1667,220.0,48.0,,16.0,,,2.9,,,,,,Ux.Mx.-------
LONDONDE,43.25,-72.8333,370.0,51.0,,20.0,,,2.5,,,,,,Ux.Mx.-------
LOON LK,38.9833,-120.316,1950.0,52.0,,18.0,,,2.8,,,,,,Ux.Mx.-------
METL-CS2,48.92,-117.333,674.0,118.0,,23.0,,,5.2,,,,,,Ux.Mx.-------
METL-CS9,48.92,-117.333,736.0,87.0,,18.0,,,4.8,,,,,,Ux.Mx.-------
MILFORD,38.4833,-113.133,1830.0,92.0,,32.0,,,2.8,,,,,,Ux.Mx.-------
MILLERS,42.6167,-72.45,310.0,69.0,,25.0,,,2.8,,,,,,Ux.Mx.-------
MISSION,31.9833,-111.066,1020.0,124.0,,37.0,,,3.3,,,,,,Ux.Mx.-------
MTCRIST2,39.2333,-115.566,2150.0,89.0,,31.0,,,2.9,,,,,,Ux.Mx.-------
N.CONWAY,44.0667,-71.1667,195.0,79.0,,24.0,,,3.3,,,,,,Ux.Mx.-------
N.HAVERH,44.1,-72.0,180.0,56.0,,20.0,,,2.7,,,,,,Ux.Mx.-------
N.SPRING,43.3333,-72.55,180.0,50.0,,21.0,,,2.3,,,,,,Ux.Mx.-------
N-55,46.75,-89.5667,280.0,43.0,,15.0,,,2.7,,,,,,Ux.Mx.-------
N-65,46.7333,-89.5667,310.0,44.0,,17.0,,,2.5,,,,,,Ux.Mx.-------
OMO RNCH,38.55,-120.566,1000.0,30.0,,10.0,,,3.0,,,,,,Ux.Mx.-------
PICHER,36.9833,-94.8667,254.0,56.0,,21.0,,,2.6,,,,,,Ux.Mx.-------
PICHER,36.9833,-94.8667,254.0,61.0,,19.0,,,3.1,,,,,,Ux.Mx.-------
PIOCHE 2,38.0833,-114.616,2200.0,78.0,,26.0,,,2.9,,,,,,Ux.Mx.-------
QUARTZTE,33.6333,-114.333,379.0,100.0,,32.0,,,3.0,,,,,,Ux.Mx.-------
R-1,48.9167,-117.333,636.0,101.0,,22.0,,,5.1,,,,,,Ux.Mx.-------
R-4,48.9167,-117.333,647.0,92.0,,19.0,,,5.3,,,,,,Ux.Mx.-------
RIF28/14,39.95,-108.383,1933.0,44.0,,56.0,,,0.8,,,,,,Ux.Mx.-------
RIF28/14,39.95,-108.383,1957.0,52.0,,46.6,,,1.3,,,,,,Ux.Mx.-------
RIF28/14,39.95,-108.383,1933.0,59.0,,37.0,,,1.6,,,,,,Ux.Mx.-------
RIVERVIE,44.5833,-73.9,360.0,51.0,,15.0,,,3.3,,,,,,Ux.Mx.-------
ROYSTON,38.3167,-117.516,1645.0,70.0,,25.0,,,2.8,,,,,,Ux.Mx.-------
RUTH,39.2667,-114.983,2147.0,76.0,,29.0,,,2.5,,,,,,Ux.Mx.-------
SANRITMT,31.8333,-110.75,1555.0,86.0,,24.0,,,3.4,,,,,,Ux.Mx.-------
SARANAC,44.3333,-74.2667,490.0,33.0,,18.0,,,1.8,,,,,,Ux.Mx.-------
SCHURZ,38.95,-118.633,1340.0,78.0,,32.0,,,2.4,,,,,,Ux.Mx.-------
SIERRITA,31.8833,-111.133,1238.0,83.0,,30.0,,,2.8,,,,,,Ux.Mx.-------
SILVERB,32.4167,-111.533,975.0,98.0,,28.0,,,3.4,,,,,,Ux.Mx.-------
SINGATSE,38.9667,-119.266,1579.0,65.0,,16.0,,,4.0,,,,,,Ux.Mx.-------
SPRINGV,39.2833,-114.35,1830.0,76.0,,20.0,,,3.8,,,,,,Ux.Mx.-------
TALLADEG,33.2667,-86.0167,320.0,39.0,,14.0,,,2.7,,,,,,Ux.Mx.-------
URAD CX-111,39.7667,-105.833,3156.0,83.0,,29.0,,,3.4,,,,,,Ux.Mx.-------
URADCX,39.7667,-105.833,3156.0,82.0,,29.0,,,3.3,,,,,,Ux.Mx.-------
USA-7,37.65,-91.1667,380.0,54.0,,16.0,,,3.3,,,,,,Ux.Mx.-------
WADHAMS,44.2333,-73.4667,100.0,33.0,,18.0,,,1.9,,,,,,Ux.Mx.-------
WARDMT,39.0667,-114.916,2717.0,85.0,,26.0,,,3.3,,,,,,Ux.Mx.-------
WATERVIL,43.9333,-71.5333,400.0,89.0,,25.0,,,3.5,,,,,,Ux.Mx.-------
WESTON,43.2833,-72.8167,530.0,51.0,,19.0,,,2.6,,,,,,Ux.Mx.-------
WH SIGNL,32.5333,-108.35,1813.0,86.0,,17.0,,,0.5,,,,,,Ux.Mx.-------
WHITEHL,35.7167,-114.366,908.0,117.0,,39.0,,,3.0,,,,,,Ux.Mx.-------
WRIGHT,38.8333,-120.25,2040.0,34.0,,11.0,,,3.0,,,,,,Ux.Mx.-------
WI3,47.15,-95.2,499.0,37.0,,46.0,,,0.8,,,,,,Ux.Mx.-------
GLENWOOD,34.3833,-93.8333,362.0,45.0,,21.0,,,2.1,,,,,,Ux.Mx.-------
HORATIO,33.9333,-94.25,117.0,83.0,,19.0,,,4.3,,,,,,Ux.Mx.-------
LTTL RCK,34.7,-92.25,109.0,44.0,,25.0,,,1.7,,,,,,Ux.Mx.-------
MARIANNA,34.7,-90.7,61.0,130.0,,23.0,,,5.5,,,,,,Ux.Mx.-------
PINDALL,36.05,-92.8667,360.0,67.0,,13.0,,,5.2,,,,,,Ux.Mx.-------
ZINC,36.2833,-92.9167,274.0,117.0,,20.0,,,5.8,,,,,,Ux.Mx.-------
AR-1,30.0417,-104.066,1372.0,46.0,,25.0,,,1.9,,,,,,Ux.Mx.-------
BR-1,30.25,-104.561,1270.0,83.0,,43.0,,,1.9,,,,,,Ux.Mx.-------
BRM-1,30.7283,-105.033,1056.0,50.0,,15.0,,,3.2,,,,,,Ux.Mx.-------
CHN-2,29.895,-104.561,1112.0,100.0,,28.0,,,3.6,,,,,,Ux.Mx.-------
LG-1,30.92,-105.2,1233.0,87.0,,27.0,,,3.2,,,,,,Ux.Mx.-------
LOV-5,30.55,-104.638,1151.0,71.0,,36.0,,,1.9,,,,,,Ux.Mx.-------
OP-4,30.0,-104.5,1372.0,94.0,,27.0,,,3.4,,,,,,Ux.Mx.-------
PL-1,31.045,-104.533,1537.0,50.0,,18.0,,,2.7,,,,,,Ux.Mx.-------
UTEP-1,31.7767,-106.508,1210.0,82.0,,32.0,,,2.5,,,,,,Ux.Mx.-------
V-3,30.5367,-104.441,1382.0,49.0,,25.0,,,1.9,,,,,,Ux.Mx.-------
VHC-1,31.0717,-104.791,1206.0,82.0,,17.0,,,4.6,,,,,,Ux.Mx.-------
VHC-1,31.0717,-104.791,1206.0,76.0,,16.0,,,4.8,,,,,,Ux.Mx.-------
VZ-2,30.125,-104.561,1180.0,117.0,,60.0,,,1.9,,,,,,Ux.Mx.-------
CHMN,35.8667,-118.033,1948.0,72.0,,27.0,,,2.7,,,,,,Ux.Mx.-------
CNB,35.73,-118.08,1195.0,70.0,,26.6,,,3.0,,,,,,Ux.Mx.-------
DOME,36.0917,-118.525,2170.0,43.0,,16.1,,,2.6,,,,,,Ux.Mx.-------
GLNV,35.745,-118.718,945.0,32.0,,14.7,,,2.3,,,,,,Ux.Mx.-------
KNDY,36.025,-118.133,1829.0,66.0,,29.5,,,2.5,,,,,,Ux.Mx.-------
KVN,35.4517,-118.22,1524.0,56.0,,21.7,,,2.6,,,,,,Ux.Mx.-------
WODY,35.7217,-118.858,486.0,32.0,,13.0,,,2.5,,,,,,Ux.Mx.-------
USGS-MC1,42.1967,-119.85,1366.0,75.0,,42.0,,,1.8,,,,,,Ux.Mx.-------
USGS-MC2,42.095,-119.923,1369.0,104.0,,55.0,,,1.9,,,,,,Ux.Mx.-------
USGS-OK1,42.165,-119.861,1366.0,75.0,,42.0,,,1.8,,,,,,Ux.Mx.-------
AC-1,33.9667,-117.633,300.0,66.0,,55.0,,,1.3,,,,,,Ux.Mx.-------
ADELAIDE,40.8333,-117.533,1780.0,141.0,,46.0,,,3.1,,,,,,Ux.Mx.-------
AUBURN,38.8767,-121.05,200.0,29.0,,17.0,,,3.5,,,,,,Ux.Mx.-------
BARCUSC,40.05,-108.516,1920.0,83.0,,60.0,,,1.2,,,,,,Ux.Mx.-------
BERKELEY,37.8667,-122.25,122.0,83.0,,40.0,,,2.1,,,,,,Ux.Mx.-------
BLACKRK,37.6833,-118.533,2110.0,83.0,,33.0,,,2.5,,,,,,Ux.Mx.-------
BRISTOL2,38.1,-114.6,2160.0,71.0,,20.0,,,3.5,,,,,,Ux.Mx.-------
BUCKINGH,40.6167,-117.066,1830.0,110.0,,31.0,,,3.7,,,,,,Ux.Mx.-------
CEDAR-DE,37.6917,-113.305,1726.0,88.0,,27.0,,,3.2,,,,,,Ux.Mx.-------
CEDAR-N6,37.6333,-113.433,1810.0,91.0,,24.0,,,3.7,,,,,,Ux.Mx.-------
CH-1&3,40.05,-108.333,1937.0,62.0,,66.0,,,0.9,,,,,,Ux.Mx.-------
CH-1&3,40.05,-108.333,1937.0,62.0,,56.0,,,1.1,,,,,,Ux.Mx.-------
CH-1&3,40.05,-108.333,1937.0,62.0,,43.0,,,1.4,,,,,,Ux.Mx.-------
CH-2,39.9667,-108.466,2011.0,58.0,,54.0,,,1.0,,,,,,Ux.Mx.-------
CH-2,39.9667,-108.466,2011.0,58.0,,55.0,,,1.0,,,,,,Ux.Mx.-------
CH-2,39.9667,-108.466,2011.0,58.0,,40.0,,,1.4,,,,,,Ux.Mx.-------
CHRISTMA,33.0333,-110.683,762.0,58.0,,18.0,,,3.2,,,,,,Ux.Mx.-------
COLDCRK,39.7,-122.883,1186.0,66.0,,15.0,,,4.3,,,,,,Ux.Mx.-------
DACY,44.3667,-103.883,1790.0,79.0,,26.0,,,3.0,,,,,,Ux.Mx.-------
DDH-1,47.45,-115.966,928.0,96.0,,19.0,,,5.0,,,,,,Ux.Mx.-------
DDH-2,47.455,-116.066,951.0,79.0,,21.0,,,3.6,,,,,,Ux.Mx.-------
DDH-M19A,45.375,-109.908,2140.0,61.0,,20.0,,,3.0,,,,,,Ux.Mx.-------
DDH-M19A,45.375,-109.908,2140.0,56.0,,16.0,,,3.5,,,,,,Ux.Mx.-------
DDH-M-22,45.3767,-109.901,2151.0,68.0,,18.0,,,3.7,,,,,,Ux.Mx.-------
DEEP SPG,37.4,-118.0,1630.0,75.0,,28.0,,,2.8,,,,,,Ux.Mx.-------
DH-1,46.5833,-119.516,168.0,63.0,,37.0,,,1.7,,,,,,Ux.Mx.-------
DH-34,32.6667,-110.7,1053.0,64.0,,17.0,,,3.6,,,,,,Ux.Mx.-------
DH-3-WW,46.3517,-119.268,120.0,52.0,,34.0,,,1.5,,,,,,Ux.Mx.-------
DH-3-WW,46.3517,-119.268,120.0,41.0,,25.0,,,1.6,,,,,,Ux.Mx.-------
DH-3-WW,46.3517,-119.268,120.0,47.0,,30.0,,,1.6,,,,,,Ux.Mx.-------
DH-43,34.8833,-118.766,1119.0,76.0,,22.0,,,3.4,,,,,,Ux.Mx.-------
DH61 2 5,34.9383,-118.816,500.0,56.0,,20.0,,,2.8,,,,,,Ux.Mx.-------
DOLO HLL,37.1833,-116.2,1950.0,79.0,,16.0,,,4.9,,,,,,Ux.Mx.-------
EAGLEMT,33.8667,-115.433,285.0,53.0,,19.0,,,2.7,,,,,,Ux.Mx.-------
EG-7,39.7,-122.8,1585.0,48.0,,16.0,,,2.9,,,,,,Ux.Mx.-------
ELDERCK,40.6833,-117.066,1510.0,133.0,,33.0,,,4.0,,,,,,Ux.Mx.-------
ELK HL-3,35.2833,-119.366,222.0,50.0,,29.0,,,1.7,,,,,,Ux.Mx.-------
ELKHL-1,35.2933,-119.543,400.0,52.0,,31.0,,,1.7,,,,,,Ux.Mx.-------
ELKHL-2,35.2717,-119.416,333.0,52.0,,28.0,,,1.8,,,,,,Ux.Mx.-------
ELOY,32.7833,-111.483,480.0,54.0,,35.0,,,1.5,,,,,,Ux.Mx.-------
EUREKA,39.5,-115.983,2100.0,35.0,,10.0,,,3.5,,,,,,Ux.Mx.-------
FRENCHMA,36.7667,-115.866,1062.0,92.0,,33.0,,,2.7,,,,,,Ux.Mx.-------
FTBRAGG,39.4333,-123.733,120.0,83.0,,65.0,,,1.7,,,,,,Ux.Mx.-------
GB-1,36.6833,-107.2,2194.0,84.0,,30.0,,,2.8,,,,,,Ux.Mx.-------
GOLDACR,40.2667,-116.75,1676.0,104.0,,27.0,,,3.8,,,,,,Ux.Mx.-------
GOLDFLD2,37.7333,-117.191,1751.0,96.0,,41.0,,,2.3,,,,,,Ux.Mx.-------
GOLDFLD2,37.7333,-117.191,1751.0,96.0,,26.0,,,3.6,,,,,,Ux.Mx.-------
GRRV1-1,41.5333,-109.416,1890.0,66.0,,44.0,,,1.5,,,,,,Ux.Mx.-------
HAMPEL,36.7667,-116.116,1263.0,75.0,,41.0,,,1.8,,,,,,Ux.Mx.-------
HELMETP,31.9667,-111.066,1033.0,90.0,,26.0,,,3.4,,,,,,Ux.Mx.-------
HELMS CK,37.1333,-118.983,2510.0,54.0,,17.0,,,3.0,,,,,,Ux.Mx.-------
HIGLEY,33.3167,-111.716,395.0,71.0,,44.0,,,1.5,,,,,,Ux.Mx.-------
HOT CRK (UCE-20),38.5833,-116.2,1757.0,53.0,,31.0,,,1.8,,,,,,Ux.Mx.-------
INDIANV,36.6,-115.783,1060.0,90.0,,15.0,,,5.9,,,,,,Ux.Mx.-------
IRON CAN,40.55,-117.1,1675.0,146.0,,31.0,,,4.7,,,,,,Ux.Mx.-------
JOSE BSN,37.1,-119.383,1000.0,32.0,,12.0,,,2.5,,,,,,Ux.Mx.-------
L.SMOKY,38.7167,-116.033,1902.0,62.0,,34.0,,,1.8,,,,,,Ux.Mx.-------
LA PANZA,35.4333,-120.5,427.0,86.0,,29.0,,,2.9,,,,,,Ux.Mx.-------
LANDER,40.3333,-116.716,1670.0,126.0,,29.0,,,4.6,,,,,,Ux.Mx.-------
LC26-13,32.7083,-114.616,55.0,87.0,,38.0,,,2.2,,,,,,Ux.Mx.-------
LK-1,38.3833,-98.1667,525.0,58.0,,36.0,,,1.6,,,,,,Ux.Mx.-------
LK-1,38.3833,-98.1667,525.0,69.0,,13.0,,,5.2,,,,,,Ux.Mx.-------
LK-2,38.3667,-98.1667,512.0,63.0,,40.0,,,1.5,,,,,,Ux.Mx.-------
LK-2,38.3667,-98.1667,512.0,62.0,,12.0,,,5.0,,,,,,Ux.Mx.-------
LOUSETOW,39.3833,-119.633,1800.0,115.0,,54.0,,,2.1,,,,,,Ux.Mx.-------
MANHATTA,37.9667,-114.6,2200.0,72.0,,18.0,,,4.0,,,,,,Ux.Mx.-------
MNLO PRK,37.45,-122.166,16.0,91.0,,48.0,,,1.9,,,,,,Ux.Mx.-------
MONITOR,38.9667,-116.633,2165.0,83.0,,51.0,,,1.6,,,,,,Ux.Mx.-------
MOONLGHT,40.225,-120.8,1690.0,79.0,,22.0,,,3.4,,,,,,Ux.Mx.-------
NYE BS-2,45.3667,-109.821,2568.0,58.0,,17.0,,,3.3,,,,,,Ux.Mx.-------
OURAY,39.9833,-109.6,1520.0,62.0,,32.0,,,2.0,,,,,,Ux.Mx.-------
OURAY,39.9833,-109.6,1520.0,62.0,,25.0,,,2.3,,,,,,Ux.Mx.-------
PATTERSO,38.6,-114.733,2260.0,51.0,,14.0,,,3.5,,,,,,Ux.Mx.-------
PERMANEN,37.3167,-122.116,500.0,92.0,,28.0,,,3.3,,,,,,Ux.Mx.-------
PHOEST1,33.5333,-112.333,331.0,125.0,,50.0,,,3.5,,,,,,Ux.Mx.-------
PILOTMT3,38.3167,-117.866,1950.0,82.0,,29.0,,,2.8,,,,,,Ux.Mx.-------
PINE NUT,38.8833,-119.583,1890.0,96.0,,30.0,,,3.1,,,,,,Ux.Mx.-------
PINEDALE,42.7667,-109.566,2218.0,47.0,,16.0,,,2.8,,,,,,Ux.Mx.-------
PINEDALE,42.7667,-109.566,2218.0,50.0,,18.0,,,2.9,,,,,,Ux.Mx.-------
PINEDALE,42.7667,-109.566,2218.0,57.0,,19.0,,,3.0,,,,,,Ux.Mx.-------
PM-1,37.2833,-116.4,1999.0,41.0,,25.0,,,1.6,,,,,,Ux.Mx.-------
R.M.ARS,39.85,-104.85,1501.0,89.0,,36.0,,,2.4,,,,,,Ux.Mx.-------
R.M.ARS,39.85,-104.85,1501.0,78.0,,24.0,,,3.2,,,,,,Ux.Mx.-------
RALSTON,38.5667,-116.933,2150.0,74.0,,25.0,,,3.0,,,,,,Ux.Mx.-------
RDH-SU37,46.5367,-122.836,156.0,35.0,,33.0,,,1.1,,,,,,Ux.Mx.-------
REDROCK,32.6,-111.6,500.0,35.0,,26.0,,,1.4,,,,,,Ux.Mx.-------
RIOBLAN,39.7667,-108.15,2070.0,62.0,,55.0,,,1.1,,,,,,Ux.Mx.-------
RIOBLAN,39.7667,-108.15,2070.0,62.0,,39.0,,,1.5,,,,,,Ux.Mx.-------
ROCKVLY,36.6333,-116.3,931.0,83.0,,31.0,,,2.6,,,,,,Ux.Mx.-------
RS-1,46.4333,-119.783,875.0,59.0,,37.0,,,1.6,,,,,,Ux.Mx.-------
RS-2,46.4333,-119.783,875.0,57.0,,33.0,,,1.7,,,,,,Ux.Mx.-------
SANDSPR4,39.2,-118.366,1600.0,64.0,,24.0,,,2.9,,,,,,Ux.Mx.-------
SF BAY-1,37.4833,-122.133,1.0,94.0,,57.0,,,1.6,,,,,,Ux.Mx.-------
SILVER C,39.25,-119.666,1585.0,82.0,,21.0,,,3.9,,,,,,Ux.Mx.-------
SLVR PK2,37.7167,-117.783,2232.7,79.0,,40.1,,,2.3,,,,,,Ux.Mx.-------
SLVRPK2,37.7167,-117.783,2127.0,81.0,,36.0,,,2.2,,,,,,Ux.Mx.-------
SLVRPK2,37.7167,-117.783,2127.0,77.0,,34.0,,,2.3,,,,,,Ux.Mx.-------
STONE CB,38.3,-116.583,1890.0,54.0,,31.0,,,1.7,,,,,,Ux.Mx.-------
SU-4,46.5317,-122.81,165.0,32.0,,18.0,,,1.8,,,,,,Ux.Mx.-------
SU-902,46.535,-122.823,157.0,37.0,,34.0,,,1.1,,,,,,Ux.Mx.-------
SU-902,46.5317,-122.81,165.0,35.0,,32.0,,,1.1,,,,,,Ux.Mx.-------
SWALES M,40.95,-116.016,1829.0,71.0,,25.0,,,2.8,,,,,,Ux.Mx.-------
TEMPE,33.4167,-112.016,340.0,46.0,,29.0,,,1.5,,,,,,Ux.Mx.-------
TEMPIUT3,37.6333,-115.55,2050.0,45.0,,13.0,,,3.4,,,,,,Ux.Mx.-------
TENABO,40.3,-116.666,1525.0,147.0,,30.0,,,4.9,,,,,,Ux.Mx.-------
TRACY,37.8,-121.583,19.0,40.0,,29.0,,,1.4,,,,,,Ux.Mx.-------
TUCSON,32.1833,-111.116,795.0,107.0,,29.0,,,3.6,,,,,,Ux.Mx.-------
TWINBUT5,31.9067,-111.043,1016.0,80.0,,23.0,,,3.5,,,,,,Ux.Mx.-------
UCE-10,38.6833,-116.466,1980.0,50.0,,52.0,,,1.0,,,,,,Ux.Mx.-------
UCE-12A,38.9167,-116.333,2111.0,58.0,,38.0,,,1.5,,,,,,Ux.Mx.-------
UCE-9,38.8167,-116.45,2088.0,50.0,,39.0,,,1.3,,,,,,Ux.Mx.-------
VO-SOC 1,46.4183,-119.588,445.0,56.0,,35.0,,,1.6,,,,,,Ux.Mx.-------
WASHHILL,39.4667,-119.633,1634.0,87.0,,42.0,,,2.0,,,,,,Ux.Mx.-------
WH ELEPH,41.8833,-115.083,2010.0,138.0,,37.0,,,3.6,,,,,,Ux.Mx.-------
WILLITTS,39.5667,-123.116,1100.0,75.0,,21.0,,,3.5,,,,,,Ux.Mx.-------
YRNGTN,38.9333,-119.066,1455.0,77.0,,22.0,,,3.3,,,,,,Ux.Mx.-------
YRNGTN,38.9333,-119.066,1455.0,77.0,,22.0,,,3.4,,,,,,Ux.Mx.-------
YUCCA FL,37.05,-116.0,1272.0,32.0,,42.0,,,0.8,,,,,,Ux.Mx.-------
KY-1,40.411705,-117.856656,,138.19095477386932,4.1876046901172534,38.7,0.05,,3.5720268006700167,0.10469011725293133,,carbonates;graphite,Paleozoic;Triassic,,U1.M3x.xx-x-xx
GARLOCK GAR,35.4633,-117.556,1164.0,86.0,,27.0,,,3.0,,,,,,Ux.Mx.-------
RNDBRG FREMONT / FPK,35.2583,-117.538,936.0,56.0,,23.0,,,2.3,,,,,,Ux.Mx.-------
RNDBRGA,35.4667,-117.626,741.0,76.0,,30.0,,,2.5,,,,,,Ux.Mx.-------
BLK RK 1,40.9267,-119.013,1190.0,79.0,,77.0,,,1.0,,,,,,Ux.Mx.-------
BLKRK2,40.9083,-119.085,1190.0,62.0,,62.0,,,1.0,,,,,,Ux.Mx.-------
GERLACH,40.7267,-119.265,3931.0,42.0,,40.0,,,1.0,,,,,,Ux.Mx.-------
GERLACH,40.75,-119.241,3924.0,42.0,,40.0,,,1.0,,,,,,Ux.Mx.-------
GERLACH,40.7933,-119.193,3915.0,75.0,,68.0,,,1.1,,,,,,Ux.Mx.-------
UE25A-1,36.8517,-116.44,1199.0,53.0,,27.0,,,1.5,,,,,,Ux.Mx.-------
UE25A-3,36.8633,-116.311,1387.0,128.0,,41.0,,,3.1,,,,,,Ux.Mx.-------
PQ-1,34.13,-112.858,891.0,70.0,,32.0,,,2.1,,,,,,Ux.Mx.-------
PQ-3,34.005,-113.218,662.0,79.0,,37.0,,,2.1,,,,,,Ux.Mx.-------
PQ-4,34.1567,-113.176,795.0,67.0,,35.0,,,1.9,,,,,,Ux.Mx.-------
PQ-8,34.2833,-113.943,267.0,70.0,,34.0,,,2.1,,,,,,Ux.Mx.-------
PQ-9,34.6417,-113.976,683.0,91.0,,39.0,,,2.4,,,,,,Ux.Mx.-------
USWG1,36.8817,-116.481,1602.3,52.0,,29.0,,,1.8,,,,,,Ux.Mx.-------
ALTO,35.2033,-111.46,1963.0,41.0,,10.0,,,1.7,,,,,,Ux.Mx.-------
BMSA,36.6467,-110.168,1723.0,61.0,,18.0,,,1.5,,,,,,Ux.Mx.-------
HARDRKS,36.0417,-110.525,1823.0,61.0,,15.0,,,1.7,,,,,,Ux.Mx.-------
INSCRIPT,36.6017,-110.813,1963.0,64.0,,14.0,,,1.9,,,,,,Ux.Mx.-------
LYMANLK,34.335,-109.268,2005.0,76.0,,18.0,,,1.8,,,,,,Ux.Mx.-------
PINON,36.09,-110.206,1930.0,50.0,,23.0,,,1.3,,,,,,Ux.Mx.-------
ROBIDOUX,35.6533,-112.138,1826.0,53.0,,13.0,,,1.7,,,,,,Ux.Mx.-------
