"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","cx_int_no"
"242347","occ","","","20791","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Arenig","","477.1","468","3862","81.000000","44.000000","","XinErTai","","","","","","","","","","","","","","CN","XinJiang","HuoCheng","estimated from map","degrees","","","local area","GouZiGou, HouCheng Co., XinJiang Prov., China","21"
"242348","occ","","","20791","Etagraptus sp.","genus","","","Etagraptus","genus","378653","Arenig","","477.1","468","3862","81.000000","44.000000","","XinErTai","","","","","","","","","","","","","","CN","XinJiang","HuoCheng","estimated from map","degrees","","","local area","GouZiGou, HouCheng Co., XinJiang Prov., China","21"
"242349","occ","","","20791","Cardiograptus sp.","genus","","","Cardiograptus","genus","33634","Arenig","","477.1","468","3862","81.000000","44.000000","","XinErTai","","","","","","","","","","","","","","CN","XinJiang","HuoCheng","estimated from map","degrees","","","local area","GouZiGou, HouCheng Co., XinJiang Prov., China","21"
"242350","occ","","","20791","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Arenig","","477.1","468","3862","81.000000","44.000000","","XinErTai","","","","","","","","","","","","","","CN","XinJiang","HuoCheng","estimated from map","degrees","","","local area","GouZiGou, HouCheng Co., XinJiang Prov., China","21"
"242351","occ","","","20791","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Arenig","","477.1","468","3862","81.000000","44.000000","","XinErTai","","","","","","","","","","","","","","CN","XinJiang","HuoCheng","estimated from map","degrees","","","local area","GouZiGou, HouCheng Co., XinJiang Prov., China","21"
"242355","occ","","","20792","Pseudoclimacograptus sp.","genus","","","Pseudoclimacograptus","genus","33744","Caradoc","","458.2","449.5","3862","90.000000","43.000000","QierQieKe","","","formation","","","","","","","","","","","","CN","XinJiang","SanSan","estimated from map","degrees","","","local area","Kwabulatag, SanSan Co., XinJiang Prov., China","29"
"242356","occ","","","20792","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","3862","90.000000","43.000000","QierQieKe","","","formation","","","","","","","","","","","","CN","XinJiang","SanSan","estimated from map","degrees","","","local area","Kwabulatag, SanSan Co., XinJiang Prov., China","29"
"242362","occ","","","20794","Phyllograptus sp.","genus","","","Phyllograptus","genus","33731","Arenig","Llandeilo","477.1","458.2","3862","90.000000","43.000000","XiangGuLeTag","","","formation","","","","","","","","","","","","CN","XinJiang","SanSan","estimated from map","degrees","","","local area","Kwabulatag, SanSan Co., XinJiang Prov., China","21"
"242363","occ","","","20794","Cardiograptus sp.","genus","","","Cardiograptus","genus","33634","Arenig","Llandeilo","477.1","458.2","3862","90.000000","43.000000","XiangGuLeTag","","","formation","","","","","","","","","","","","CN","XinJiang","SanSan","estimated from map","degrees","","","local area","Kwabulatag, SanSan Co., XinJiang Prov., China","21"
"242364","occ","","","20794","Cryptograptus sp.","genus","","","Cryptograptus","genus","33644","Arenig","Llandeilo","477.1","458.2","3862","90.000000","43.000000","XiangGuLeTag","","","formation","","","","","","","","","","","","CN","XinJiang","SanSan","estimated from map","degrees","","","local area","Kwabulatag, SanSan Co., XinJiang Prov., China","21"
"242365","occ","","","20794","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Arenig","Llandeilo","477.1","458.2","3862","90.000000","43.000000","XiangGuLeTag","","","formation","","","","","","","","","","","","CN","XinJiang","SanSan","estimated from map","degrees","","","local area","Kwabulatag, SanSan Co., XinJiang Prov., China","21"
"242366","occ","","","20794","Isograptus sp.","genus","","","Isograptus","genus","33679","Arenig","Llandeilo","477.1","458.2","3862","90.000000","43.000000","XiangGuLeTag","","","formation","","","","","","","","","","","","CN","XinJiang","SanSan","estimated from map","degrees","","","local area","Kwabulatag, SanSan Co., XinJiang Prov., China","21"
"242367","occ","","","20794","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Arenig","Llandeilo","477.1","458.2","3862","90.000000","43.000000","XiangGuLeTag","","","formation","","","","","","","","","","","","CN","XinJiang","SanSan","estimated from map","degrees","","","local area","Kwabulatag, SanSan Co., XinJiang Prov., China","21"
"242370","occ","","","20797","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Caradoc","","458.2","449.5","3862","79.000000","41.000000","YinGan","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242371","occ","","","20797","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","3862","79.000000","41.000000","YinGan","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242372","occ","","","20797","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Caradoc","","458.2","449.5","3862","79.000000","41.000000","YinGan","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242375","occ","","","20796","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Caradoc","","458.2","449.5","3862","79.000000","41.000000","YinGan","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242376","occ","","","20796","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","3862","79.000000","41.000000","YinGan","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242377","occ","","","20796","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Caradoc","","458.2","449.5","3862","79.000000","41.000000","YinGan","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242378","occ","","","20796","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Caradoc","","458.2","449.5","3862","79.000000","41.000000","YinGan","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242390","occ","","","20801","Corynoides sp.","genus","","","Corynoides","genus","33642","Caradoc","","458.2","449.5","3862","79.000000","41.000000","SaerGanTag","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242391","occ","","","20801","Pseudoclimacograptus sp.","genus","","","Pseudoclimacograptus","genus","33744","Caradoc","","458.2","449.5","3862","79.000000","41.000000","SaerGanTag","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242392","occ","","","20801","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Caradoc","","458.2","449.5","3862","79.000000","41.000000","SaerGanTag","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242393","occ","","","20801","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Caradoc","","458.2","449.5","3862","79.000000","41.000000","SaerGanTag","","","formation","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","degrees","","","local area","YinGan, KePin Co., XinJiang Prov., China","29"
"242423","occ","","","20803","Pseudoclimacograptus sp.","genus","","","Pseudoclimacograptus","genus","33744","Late Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Upper","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242424","occ","","","20803","Nemagraptus sp.","genus","","","Nemagraptus","genus","33700","Late Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Upper","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242425","occ","","","20803","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Late Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Upper","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242426","occ","","","20803","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Late Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Upper","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242427","occ","","","20803","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Late Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Upper","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242428","occ","","","20803","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Late Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Upper","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242429","occ","","","20803","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Late Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Upper","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242432","occ","","","20804","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Early Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Lower","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242433","occ","","","20804","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Early Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Lower","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242434","occ","","","20804","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Early Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Lower","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242435","occ","","","20804","Pseudoclimacograptus sp.","genus","","","Pseudoclimacograptus","genus","33744","Early Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Lower","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242436","occ","","","20804","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Early Llandeilo","","461.1","458.2","3862","80.333336","40.099998","SaErGan","","Lower","member","","","","","","","","","","","","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242439","occ","","","20805","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242440","occ","","","20805","Pseudoclimacograptus sp.","genus","","","Pseudoclimacograptus","genus","33744","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242441","occ","","","20805","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242442","occ","","","20805","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242445","occ","","","20805","Pterograptus sp.","genus","","","Pterograptus","genus","33754","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242447","occ","","","20805","Cryptograptus sp.","genus","","","Cryptograptus","genus","33644","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242448","occ","","","20805","Janograptus sp.","genus","","","Janograptus","genus","33680","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242449","occ","","","20805","Isograptus sp.","genus","","","Isograptus","genus","33679","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242450","occ","","","20805","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242451","occ","","","20805","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Llanvirn","","468","458.2","3862","80.333336","40.099998","Saergan","","","formation","","","","","","","","","","","Spelled ""SaErGan""","CN","XinJiang","KePin","estimated from map","minutes","","","local area","YinGan, KePin Co., XinJiang Prov., China","556"
"242486","occ","","","20808","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Llandeilo","Caradoc","461.1","449.5","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","WuLigMeiTag, WeiLi Co., XinJiang Prov., China","21"
"242487","occ","","","20808","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Llandeilo","Caradoc","461.1","449.5","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","WuLigMeiTag, WeiLi Co., XinJiang Prov., China","21"
"242488","occ","","","20808","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Llandeilo","Caradoc","461.1","449.5","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","WuLigMeiTag, WeiLi Co., XinJiang Prov., China","21"
"242489","occ","","","20808","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Llandeilo","Caradoc","461.1","449.5","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","WuLigMeiTag, WeiLi Co., XinJiang Prov., China","21"
"242490","occ","","","20808","Pseudoclimacograptus sp.","genus","","","Pseudoclimacograptus","genus","33744","Llandeilo","Caradoc","461.1","449.5","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","WuLigMeiTag, WeiLi Co., XinJiang Prov., China","21"
"242491","occ","","","20808","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Llandeilo","Caradoc","461.1","449.5","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","WuLigMeiTag, WeiLi Co., XinJiang Prov., China","21"
"242492","occ","","","20808","Cryptograptus sp.","genus","","","Cryptograptus","genus","33644","Llandeilo","Caradoc","461.1","449.5","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","WuLigMeiTag, WeiLi Co., XinJiang Prov., China","21"
"242493","occ","","","20808","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Llandeilo","Caradoc","461.1","449.5","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","WuLigMeiTag, WeiLi Co., XinJiang Prov., China","21"
"242512","occ","","","20810","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Llandeilo","","461.1","458.2","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","Peacock River, WeiLi Co., XinJiang Prov., China","556"
"242513","occ","","","20810","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Llandeilo","","461.1","458.2","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","Peacock River, WeiLi Co., XinJiang Prov., China","556"
"242514","occ","","","20810","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Llandeilo","","461.1","458.2","3862","86.000000","41.000000","QiErQiKe","","","formation","","","","","","","","","","","","CN","XinJiang","WeiLi","estimated from map","degrees","","","local area","Peacock River, WeiLi Co., XinJiang Prov., China","556"
"242515","occ","","","23581","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Ashgill","","449.5","443.1","3864","102.000000","37.000000","XieHao","","","formation","","","","","","","","","","","","CN","Gansu","","estimated from map","degrees","","","local area","WuWei and XieHao cities, GanSu Province, China","29"
"242516","occ","","","23581","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Ashgill","","449.5","443.1","3864","102.000000","37.000000","XieHao","","","formation","","","","","","","","","","","","CN","Gansu","","estimated from map","degrees","","","local area","WuWei and XieHao cities, GanSu Province, China","29"
"242517","occ","","","23582","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Caradoc","","458.2","449.5","3864","102.000000","37.000000","SiJiaGou","","","formation","","","","","","","","","","","","CN","Gansu","","estimated from map","degrees","","","local area","WuWei and XieHao cities, GanSu Province, China","29"
"242518","occ","","","23582","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Caradoc","","458.2","449.5","3864","102.000000","37.000000","SiJiaGou","","","formation","","","","","","","","","","","","CN","Gansu","","estimated from map","degrees","","","local area","WuWei and XieHao cities, GanSu Province, China","29"
"242519","occ","","","23583","Pseudoclimacograptus sp.","genus","","","Pseudoclimacograptus","genus","33744","Caradoc","","458.2","449.5","3864","102.000000","37.000000","TianZhu","","","formation","","","","","","","","","","","","CN","Gansu","","estimated from map","degrees","","","local area","WuWei and XieHao cities, GanSu Province, China","29"
"242520","occ","","","23583","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Caradoc","","458.2","449.5","3864","102.000000","37.000000","TianZhu","","","formation","","","","","","","","","","","","CN","Gansu","","estimated from map","degrees","","","local area","WuWei and XieHao cities, GanSu Province, China","29"
"242522","occ","","","23587","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Llandeilo","","461.1","458.2","3864","102.000000","37.000000","Zhongbao","Zhongbao","","group","","","","","","","","","","","PJW: Given as CheLunGou group first; however, Xu,Feng, Li, Li, Somerville, Bi, Yang & Qing (2015) show that Llandeilo aged rocks are from the Zhongbao group.  The formation might be the same as the Shihuigou given the age (see Chen et al. 1995). Elsewhere in the database, Zhongbao is considered to be its own formation.","CN","Gansu","","estimated from map","degrees","","","local area","WuWei and XieHao cities, GanSu Province., China","556"
"242523","occ","","","23587","Isograptus sp.","genus","","","Isograptus","genus","33679","Llandeilo","","461.1","458.2","3864","102.000000","37.000000","Zhongbao","Zhongbao","","group","","","","","","","","","","","PJW: Given as CheLunGou group first; however, Xu,Feng, Li, Li, Somerville, Bi, Yang & Qing (2015) show that Llandeilo aged rocks are from the Zhongbao group.  The formation might be the same as the Shihuigou given the age (see Chen et al. 1995). Elsewhere in the database, Zhongbao is considered to be its own formation.","CN","Gansu","","estimated from map","degrees","","","local area","WuWei and XieHao cities, GanSu Province., China","556"
"242531","occ","","","23591","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Ashgill","","449.5","443.1","3864","100.000000","37.000000","NanShiMengZhi","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan and GuLang","estimated from map","degrees","","","local area","MengYuan and GuLang Co., Gansu Prov., China","29"
"242533","occ","","","23592","Nemagraptus sp.","genus","","","Nemagraptus","genus","33700","Caradoc","","458.2","449.5","3864","100.000000","37.000000","YaoMoShan","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan and GuLang","estimated from map","degrees","","","local area","MengYuan and GuLang Co., Gansu Prov., China","29"
"242534","occ","","","23592","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Caradoc","","458.2","449.5","3864","100.000000","37.000000","YaoMoShan","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan and GuLang","estimated from map","degrees","","","local area","MengYuan and GuLang Co., Gansu Prov., China","29"
"242535","occ","","","23592","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","3864","100.000000","37.000000","YaoMoShan","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan and GuLang","estimated from map","degrees","","","local area","MengYuan and GuLang Co., Gansu Prov., China","29"
"242537","occ","","","23586","Retiograptus sp.","genus","348641","misspelling of, species not entered","Reteograptus","genus","33756","Ashgill","","449.5","443.1","3864","105.000000","35.000000","KouMengZhi","","","formation","","","","","","","","","","","","CN","Gansu","","estimated from map","degrees","","","local area","TianShui City, GanSu Province, China","29"
"242544","occ","","","23593","Nemagraptus sp.","genus","","","Nemagraptus","genus","33700","Llandeilo","","461.1","458.2","3864","102.000000","36.000000","ZhongBao","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan-GuLang","estimated from map","degrees","","","local area","MengYuan-GuLang County, GanSu Prov., China","556"
"242545","occ","","","23593","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Llandeilo","","461.1","458.2","3864","102.000000","36.000000","ZhongBao","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan-GuLang","estimated from map","degrees","","","local area","MengYuan-GuLang County, GanSu Prov., China","556"
"242546","occ","","","23593","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Llandeilo","","461.1","458.2","3864","102.000000","36.000000","ZhongBao","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan-GuLang","estimated from map","degrees","","","local area","MengYuan-GuLang County, GanSu Prov., China","556"
"242549","occ","","","23594","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Llanvirn","","468","458.2","3864","102.000000","36.000000","YinGou","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan-GuLang","estimated from map","degrees","","","local area","MengYuan-GuLang County, GanSu Prov., China","556"
"242550","occ","","","23594","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Llanvirn","","468","458.2","3864","102.000000","36.000000","YinGou","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan-GuLang","estimated from map","degrees","","","local area","MengYuan-GuLang County, GanSu Prov., China","556"
"242551","occ","","","23594","Cryptograptus sp.","genus","","","Cryptograptus","genus","33644","Llanvirn","","468","458.2","3864","102.000000","36.000000","YinGou","","","formation","","","","","","","","","","","","CN","Gansu","MengYuan-GuLang","estimated from map","degrees","","","local area","MengYuan-GuLang County, GanSu Prov., China","556"
"242558","occ","","","23595","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Caradoc","","458.2","449.5","3864","98.000000","37.000000","","Yanchiwan","","","","","","","","","","","","","Thickness of YanChiWan Group is 1530 m; this group is overlain by the Yan Gou Group","CN","QingHai","","estimated from map","degrees","","","local area","WuLan-YanChiWan, QingHai Province, China","29"
"242572","occ","","","23601","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Caradoc","","458.2","449.5","3864","100.000000","32.000000","","ChenJiaBa","","","","","","","","","","","","","","CN","QingHai","","estimated from map","degrees","","","local area","QingChuan-MaoWen-BaoXin, QingHai Prov., China","29"
"242578","occ","","","23602","Tetragraptus sp.","genus","","","Tetragraptus","genus","33778","Arenig","","477.1","468","3864","98.000000","30.000000","QingNiDong","","","formation","","","","","","","","","","","","CN","QingHai","","estimated from map","degrees","","","local area","QingNiDong-ChanDu, QingHai Prov., China","21"
"242579","occ","","","23602","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Arenig","","477.1","468","3864","98.000000","30.000000","QingNiDong","","","formation","","","","","","","","","","","","CN","QingHai","","estimated from map","degrees","","","local area","QingNiDong-ChanDu, QingHai Prov., China","21"
"242580","occ","","","23602","Dichograptus sp.","genus","","","Dichograptus","genus","33652","Arenig","","477.1","468","3864","98.000000","30.000000","QingNiDong","","","formation","","","","","","","","","","","","CN","QingHai","","estimated from map","degrees","","","local area","QingNiDong-ChanDu, QingHai Prov., China","21"
"242581","occ","","","23602","Phyllograptus sp.","genus","","","Phyllograptus","genus","33731","Arenig","","477.1","468","3864","98.000000","30.000000","QingNiDong","","","formation","","","","","","","","","","","","CN","QingHai","","estimated from map","degrees","","","local area","QingNiDong-ChanDu, QingHai Prov., China","21"
"242597","occ","","","23606","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Ashgill","","449.5","443.1","3864","103.000000","30.000000","WuFeng","","","formation","","","","","","","","","","","","CN","Sichuan","","estimated from map","degrees","","","local area","YaAn, SiChuan Prov., China","29"
"242598","occ","","","23606","Yinograptus sp.","genus","","","Yinograptus","genus","33790","Ashgill","","449.5","443.1","3864","103.000000","30.000000","WuFeng","","","formation","","","","","","","","","","","","CN","Sichuan","","estimated from map","degrees","","","local area","YaAn, SiChuan Prov., China","29"
"243361","occ","","","23900","Dicellograptus gurleyi","genus","","species not entered","Dicellograptus","genus","33650","Blackriveran","","457.3","449.6","6767","-97.000000","34.000000","Bromide","","Pooleville","member","","","","","","","","","","","","US","Oklahoma","","based on nearby landmark","degrees","","","local area","Arbuckle Mountains, Criner Hills, and two isolated areas in the Wichita Mountains of southern Oklahoma.","29"
"243362","occ","","","23900","Dicellograptus mensurans","genus","","species not entered","Dicellograptus","genus","33650","Blackriveran","","457.3","449.6","6767","-97.000000","34.000000","Bromide","","Pooleville","member","","","","","","","","","","","","US","Oklahoma","","based on nearby landmark","degrees","","","local area","Arbuckle Mountains, Criner Hills, and two isolated areas in the Wichita Mountains of southern Oklahoma.","29"
"243363","occ","","","23900","Dictyonema francesiae","genus","","species not entered","Dictyonema","genus","33553","Blackriveran","","457.3","449.6","6767","-97.000000","34.000000","Bromide","","Pooleville","member","","","","","","","","","","","","US","Oklahoma","","based on nearby landmark","degrees","","","local area","Arbuckle Mountains, Criner Hills, and two isolated areas in the Wichita Mountains of southern Oklahoma.","29"
"243364","occ","","","23900","Dictyonema rockcrossingensis","genus","","species not entered","Dictyonema","genus","33553","Blackriveran","","457.3","449.6","6767","-97.000000","34.000000","Bromide","","Pooleville","member","","","","","","","","","","","","US","Oklahoma","","based on nearby landmark","degrees","","","local area","Arbuckle Mountains, Criner Hills, and two isolated areas in the Wichita Mountains of southern Oklahoma.","29"
