"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","cx_int_no"
"2318","occ","","","270","Dendrograptus sp.","genus","","","Dendrograptus","genus","33551","Tremadoc","","486.4","477.1","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""lower Tremadoc""","US","Montana","","based on political unit","minutes","","","","",""
"2319","occ","","","270","Hallograptus sp.","genus","","","Hallograptus","genus","33673","Tremadoc","","486.4","477.1","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""lower Tremadoc""","US","Montana","","based on political unit","minutes","","","","",""
"2342","occ","","","272","Staurograptus sp.","genus","","","Staurograptus","genus","33571","Tremadoc","","486.4","477.1","61163","-73.609169","42.643333","Schaghticoke","","","","","","","","","","","","","","""earliest Tremadoc""","US","New York","Rensselear","based on political unit","seconds","","","basin","",""
"2343","occ","","","272","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Tremadoc","","486.4","477.1","61163","-73.609169","42.643333","Schaghticoke","","","","","","","","","","","","","","""earliest Tremadoc""","US","New York","Rensselear","based on political unit","seconds","","","basin","",""
"2391","occ","","","275","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Tremadoc","","486.4","477.1","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""Lower Ord., upper Tremadoc, Zone B""","US","Montana","","based on political unit","minutes","","","","SW Richey Field- Williston Basin",""
"2397","occ","","","276","Dendroidea indet.","order","","","Dendroidea","order","33535","Tremadoc","","486.4","477.1","61236","-113.441109","38.882500","House","","","","","","","","","","","","","","""Tremadoc, Zones B and C""","US","Utah","","based on nearby landmark","seconds","","","basin","""Ibex region, western Utah""",""
"2420","occ","","","277","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Tremadoc","","486.4","477.1","60871","-73.212502","44.475834","Highgate","","","","","","","","","","","","","","""Tremadocian""","US","Vermont","","based on political unit","seconds","","","basin","NW Vermont [St. Albans area?]",""
"2451","occ","","","280","Dictyonema flabelliforme","species","378031","recombined as","Rhabdinopora flabelliformis","species","378029","Tremadoc","","486.4","477.1","60994","-4.150000","52.933334","","","","","","","","","","","","","","","""Selenopeltis Province (N. Amer. is Batyurid Province)""","UK","Wales","","based on nearby landmark","minutes","","","","",""
"2461","occ","","","281","? Didymograptus sp.","genus","","","Didymograptus","genus","33655","Stairsian","Whiterockian","483.4","457.3","61153","-117.921112","38.868889","Valmy","","","formation","","","","","","","","","","","""uncertain late Tremadoc to Llandeilo, correlates with Goodwin Ls.""","US","Nevada","","based on political unit","seconds","","","outcrop","The collection, given the number U.S.G.S. Fossil Locality 1273-CO, was made on the west side of Crum Canyon at an approximate elevation of 6400 feet in the center, S4, sec. 20, T. 30 N., R. 46 E, Mt. Lewis quadrangle, Nevada. Footage coordinates, based on the Nevada 10,000 foot grid are E 456,800 ft., N 2,075,800 ft. Some parts of the enclosing limestone","21"
"2517","occ","","","284","Bryograptus sp.","genus","","","Bryograptus","genus","33544","Demingian","","486.85","483.4","16152","-105.591667","47.416668","Deadwood","","","bed","Leiostegium-Kainella","trilobite","S.W. Richey","10205","ft","bottom to top","","","","","""L. Ord. upper Tremadoc, Zone D""","US","Montana","McCone","based on political unit","minutes","","","","C SE NE sec. 33, T. 22 N., R 48E.\r\n\r\nCircle (the only town in the county!) is: 47°25′1″N, 105°35′19″W ","559"
"2558","occ","","","286","Callograptus sp.","genus","","","Callograptus","genus","33545","Arenig","","477.1","468","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""lower ord., middle? Arenig""","US","Montana","","based on political unit","minutes","","","","","21"
"2559","occ","","","286","Clonograptus sp.","genus","","","Clonograptus","genus","33548","Arenig","","477.1","468","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""lower ord., middle? Arenig""","US","Montana","","based on political unit","minutes","","","","","21"
"2560","occ","","","286","Dendrograptus sp.","genus","","","Dendrograptus","genus","33551","Arenig","","477.1","468","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""lower ord., middle? Arenig""","US","Montana","","based on political unit","minutes","","","","","21"
"2561","occ","","","286","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Arenig","","477.1","468","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""lower ord., middle? Arenig""","US","Montana","","based on political unit","minutes","","","","","21"
"2562","occ","","","286","Mastigograptus sp.","genus","","","Mastigograptus","genus","33808","Arenig","","477.1","468","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""lower ord., middle? Arenig""","US","Montana","","based on political unit","minutes","","","","","21"
"2563","occ","","","286","Ptilograptus sp.","genus","","","Ptilograptus","genus","33565","Arenig","","477.1","468","60989","-105.591667","47.416668","Deadwood","","","","","","","","","","","","","","""lower ord., middle? Arenig""","US","Montana","","based on political unit","minutes","","","","","21"
"2599","occ","","","287","? Bryograptus sp.","genus","","","Bryograptus","genus","33544","Tulean","","481.7","475.3","60989","-110.215553","47.153610","Deadwood","","","group of beds","Hintzeia celsaora","trilobite","43-22A","9400-9500","ft","top to bottom","","","","","""L. Ord.. upper Arenig"" Zone G","US","Montana","","based on political unit","seconds","","","basin","","31"
"2600","occ","","","287","Graptolithina indet.","subclass","","","Graptolithina","subclass","33534","Tulean","","481.7","475.3","60989","-110.215553","47.153610","Deadwood","","","group of beds","Hintzeia celsaora","trilobite","43-22A","9400-9500","ft","top to bottom","","","","","""L. Ord.. upper Arenig"" Zone G","US","Montana","","based on political unit","seconds","","","basin","","31"
"2602","occ","","","288","Triograptus sp.","genus","","","Triograptus","genus","33573","Arenig","","477.1","468","60919","-137.000000","68.166664","Lower Road River","Road River","","formation","Bryograptus - Clonograptus","graptolite","","","","","","","","","""prob. Lower Arenig.""  Road River is really a group, but not all of it has been split into new formations.  In this zonation scheme, the Bryograptus - Clonograptus zone was beneath the Tetragraptus approximatus zone and above the Staurograptus zone.  This probably spans the Anisograptus matanensis to Paradelograptus kinnegraptoides zones given Jackson & Lenz 2006.","CA","Yukon","","based on political unit","minutes","","","","""Richardson Mtns. Yukon Territory, Canada""","21"
"2603","occ","","","288","Bryograptus sp.","genus","","","Bryograptus","genus","33544","Arenig","","477.1","468","60919","-137.000000","68.166664","Lower Road River","Road River","","formation","Bryograptus - Clonograptus","graptolite","","","","","","","","","""prob. Lower Arenig.""  Road River is really a group, but not all of it has been split into new formations.  In this zonation scheme, the Bryograptus - Clonograptus zone was beneath the Tetragraptus approximatus zone and above the Staurograptus zone.  This probably spans the Anisograptus matanensis to Paradelograptus kinnegraptoides zones given Jackson & Lenz 2006.","CA","Yukon","","based on political unit","minutes","","","","""Richardson Mtns. Yukon Territory, Canada""","21"
"2604","occ","","","288","Didymograptus cf. primigenius","species","378281","","Anisograptus matanensis","species","378278","Arenig","","477.1","468","60919","-137.000000","68.166664","Lower Road River","Road River","","formation","Bryograptus - Clonograptus","graptolite","","","","","","","","","""prob. Lower Arenig.""  Road River is really a group, but not all of it has been split into new formations.  In this zonation scheme, the Bryograptus - Clonograptus zone was beneath the Tetragraptus approximatus zone and above the Staurograptus zone.  This probably spans the Anisograptus matanensis to Paradelograptus kinnegraptoides zones given Jackson & Lenz 2006.","CA","Yukon","","based on political unit","minutes","","","","""Richardson Mtns. Yukon Territory, Canada""","21"
"2760","occ","","","297","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Rangerian","","471.3","470.3","25411","-116.847504","39.092220","Antelope Valley","Pogonip","","member","Orthidiella","brachiopod","","","","","","","","","""M. Ord., Whiterockian."" Was given as ""basal 'slabby limestone'"" That should be Orthidiella zone (= Zone L).","US","Nevada","","based on political unit","seconds","","","","","1079"
"2761","occ","","","297","Diplograptus sp.","genus","","","Diplograptus","genus","33660","Rangerian","","471.3","470.3","25411","-116.847504","39.092220","Antelope Valley","Pogonip","","member","Orthidiella","brachiopod","","","","","","","","","""M. Ord., Whiterockian."" Was given as ""basal 'slabby limestone'"" That should be Orthidiella zone (= Zone L).","US","Nevada","","based on political unit","seconds","","","","","1079"
"2762","occ","","","297","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Rangerian","","471.3","470.3","25411","-116.847504","39.092220","Antelope Valley","Pogonip","","member","Orthidiella","brachiopod","","","","","","","","","""M. Ord., Whiterockian."" Was given as ""basal 'slabby limestone'"" That should be Orthidiella zone (= Zone L).","US","Nevada","","based on political unit","seconds","","","","","1079"
"2763","occ","","","297","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Rangerian","","471.3","470.3","25411","-116.847504","39.092220","Antelope Valley","Pogonip","","member","Orthidiella","brachiopod","","","","","","","","","""M. Ord., Whiterockian."" Was given as ""basal 'slabby limestone'"" That should be Orthidiella zone (= Zone L).","US","Nevada","","based on political unit","seconds","","","","","1079"
"2764","occ","","","297","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Rangerian","","471.3","470.3","25411","-116.847504","39.092220","Antelope Valley","Pogonip","","member","Orthidiella","brachiopod","","","","","","","","","""M. Ord., Whiterockian."" Was given as ""basal 'slabby limestone'"" That should be Orthidiella zone (= Zone L).","US","Nevada","","based on political unit","seconds","","","","","1079"
"2777","occ","35209","","298","Yutagraptus mantuanus","genus","","species not entered","Yutagraptus","genus","33792","Whiterockian","","471.3","457.3","67108","-110.402222","40.163334","Swan Peak","","Shale","group of beds","Didymograptus artus","graptolite","","","","","","","","","""Llanvirn (Whiterockian),(shale member)"" Zone M.","US","Utah","","based on political unit","seconds","","","","","21"
"2778","occ","","","298","Didymograptus artus","species","378148","recombined as","Didymograptus (Didymograptus) artus","species","378147","Whiterockian","","471.3","457.3","61152","-110.402222","40.163334","Swan Peak","","Shale","group of beds","Didymograptus artus","graptolite","","","","","","","","","""Llanvirn (Whiterockian),(shale member)"" Zone M.","US","Utah","","based on political unit","seconds","","","","","21"
"2799","occ","","","301","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Whiterockian","","471.3","457.3","25413","-116.451111","38.049721","Antelope Valley","Pogonip","","","","","","","","","","","","","""lower to mid M.Ord. (Whiterockian=Llanvirn)""","US","Nevada","Nye","based on political unit","seconds","","","local area","scale = County","21"
"2831","occ","","","303","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2832","occ","","","303","Cardiograptus sp.","genus","","","Cardiograptus","genus","33634","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2833","occ","","","303","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2834","occ","","","303","Cryptograptus sp.","genus","","","Cryptograptus","genus","33644","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2835","occ","","","303","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2836","occ","","","303","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2837","occ","","","303","Goniograptus sp.","genus","","","Goniograptus","genus","33670","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2838","occ","","","303","Hallograptus sp.","genus","","","Hallograptus","genus","33673","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2839","occ","","","303","Isograptus sp.","genus","","","Isograptus","genus","33679","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2840","occ","","","303","Phyllograptus sp.","genus","","","Phyllograptus","genus","33731","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2841","occ","","","303","Ptilograptus sp.","genus","","","Ptilograptus","genus","33565","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2842","occ","","","303","Trigonograptus sp.","genus","116117","species not entered","Graptolithina","subclass","33534","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2843","occ","","","303","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2844","occ","","","303","Desmograptus sp.","genus","","","Desmograptus","genus","33552","Llanvirn","","468","458.2","61164","-73.756668","42.652500","Deepkill Shale","","","","","","","","","","","","","","","US","New York","","based on nearby landmark","seconds","","","","""albany, ny""","556"
"2945","occ","","","309","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Llandeilo","","461.1","458.2","60917","-83.920830","35.960556","Whitesburg","","","","","","","","","","","","","","""M.Ord.""","US","Tennessee","","based on political unit","seconds","","","basin","eastern TN","556"
"2946","occ","","","309","Graptoloidea indet.","order","","","Graptoloidea","order","33606","Llandeilo","","461.1","458.2","60917","-83.920830","35.960556","Whitesburg","","","","","","","","","","","","","","""M.Ord.""","US","Tennessee","","based on political unit","seconds","","","basin","eastern TN","556"
"3154","occ","","","316","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Llandeilo","Caradoc","461.1","449.5","61157","-130.000000","64.500000","Road River","","","","","","","","","","","","","","""Llandeilo-early Caradoc.""","CA","Northwest Territories","","based on nearby landmark","minutes","","","basin","District of MacKenzie","21"
"3155","occ","","","316","Diplograptus sp.","genus","","","Diplograptus","genus","33660","Llandeilo","Caradoc","461.1","449.5","61157","-130.000000","64.500000","Road River","","","","","","","","","","","","","","""Llandeilo-early Caradoc.""","CA","Northwest Territories","","based on nearby landmark","minutes","","","basin","District of MacKenzie","21"
"3156","occ","","","317","? Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Darriwilian","Sandbian","469.4","452.8","60991","-129.666672","64.316666","Duo Lake","","","","","","","","","","","","","","Outcrop at 508 m above the Sekwi Formation. Llandeilo or early Caradoc.","CA","Northwest Terrorities","","stated in text","minutes","","","outcrop","","21"
"3261","occ","","","321","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Mohawkian","","457.3","451","25411","-116.291664","39.437778","Copenhagen","","C","group of beds","","","","","","","","","","","""Blackriverian""","US","Nevada","","based on political unit","seconds","","","","Antelope Valley","29"
"3356","occ","","","327","Diplograptus sp.","genus","","","Diplograptus","genus","33660","Caradoc","","458.2","449.5","60897","-78.599998","38.533333","Liberty Hall","","","","","","","","","","","","","","""M. Ord.""","US","Virginia","","based on political unit","minutes","","","","","29"
"3357","occ","","","327","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Caradoc","","458.2","449.5","60897","-78.599998","38.533333","Liberty Hall","","","","","","","","","","","","","","""M. Ord.""","US","Virginia","","based on political unit","minutes","","","","","29"
"3358","occ","","","327","Nemagraptus sp.","genus","","","Nemagraptus","genus","33700","Caradoc","","458.2","449.5","60897","-78.599998","38.533333","Liberty Hall","","","","","","","","","","","","","","""M. Ord.""","US","Virginia","","based on political unit","minutes","","","","","29"
"3392","occ","","","328","Nemagraptus sp.","genus","","","Nemagraptus","genus","33700","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3393","occ","","","328","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3394","occ","","","328","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3395","occ","","","328","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3396","occ","","","328","Reteograptus sp.","genus","","","Reteograptus","genus","33756","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3397","occ","","","328","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3398","occ","","","328","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3399","occ","","","328","Corynoides sp.","genus","","","Corynoides","genus","33642","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3400","occ","","","328","Cryptograptus sp.","genus","","","Cryptograptus","genus","33644","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3401","occ","","","328","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3402","occ","","","328","Diplograptus sp.","genus","","","Diplograptus","genus","33660","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3403","occ","","","328","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3404","occ","","","328","Hallograptus sp.","genus","","","Hallograptus","genus","33673","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3405","occ","","","328","Leptograptus sp.","genus","33687","species not entered","Dicellograptus","genus","33650","Blackriveran","","457.3","449.6","61164","-73.756668","42.652500","Normanskill","","","","","","","","","","","","","","""Ord. (Black River or Wilderness). Caradoc""","US","New York","","based on political unit","seconds","","","","","29"
"3464","occ","","","331","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Rocklandian","","457.3","449.6","60990","-116.847504","39.092220","Caesar Canyon Limestone","","","","","","","","","","","","","","""M. Ord. (Trentonian) Caradoc-(Rocklandian)""","US","Nevada","","based on political unit","seconds","","","","","29"
"3465","occ","","","331","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Rocklandian","","457.3","449.6","60990","-116.847504","39.092220","Caesar Canyon Limestone","","","","","","","","","","","","","","""M. Ord. (Trentonian) Caradoc-(Rocklandian)""","US","Nevada","","based on political unit","seconds","","","","","29"
"3466","occ","","","331","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Rocklandian","","457.3","449.6","60990","-116.847504","39.092220","Caesar Canyon Limestone","","","","","","","","","","","","","","""M. Ord. (Trentonian) Caradoc-(Rocklandian)""","US","Nevada","","based on political unit","seconds","","","","","29"
"3789","occ","","","339","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Ordovician","","486.85","443.1","60992","-114.495834","44.278610","Saturday Mountain","","","","","","","","","","","","","","""Ord. (Trentonian) Edenian?""","US","Idaho","Custer","based on nearby landmark","seconds","","","local area","scale = County","21"
"3790","occ","","","339","Dicranograptus sp.","genus","","","Dicranograptus","genus","33653","Ordovician","","486.85","443.1","60992","-114.495834","44.278610","Saturday Mountain","","","","","","","","","","","","","","""Ord. (Trentonian) Edenian?""","US","Idaho","Custer","based on nearby landmark","seconds","","","local area","scale = County","21"
"3791","occ","","","339","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Ordovician","","486.85","443.1","60992","-114.495834","44.278610","Saturday Mountain","","","","","","","","","","","","","","""Ord. (Trentonian) Edenian?""","US","Idaho","Custer","based on nearby landmark","seconds","","","local area","scale = County","21"
"3792","occ","","","339","Glyptograptus sp.","genus","","","Glyptograptus","genus","33669","Ordovician","","486.85","443.1","60992","-114.495834","44.278610","Saturday Mountain","","","","","","","","","","","","","","""Ord. (Trentonian) Edenian?""","US","Idaho","Custer","based on nearby landmark","seconds","","","local area","scale = County","21"
"3816","occ","","","340","Dendroidea indet.","order","","","Dendroidea","order","33535","Katian","","452.8","445.2","17050","-75.456108","43.212776","Utica Shale","","","","","","","","","","","","","","","US","New York","","based on political unit","seconds","","","","","1008"
"3818","occ","","","340","Mastigograptus sp.","genus","","","Mastigograptus","genus","33808","Katian","","452.8","445.2","17050","-75.456108","43.212776","Utica Shale","","","","","","","","","","","","","","","US","New York","","based on political unit","seconds","","","","","1008"
"3819","occ","","","340","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Katian","","452.8","445.2","17050","-75.456108","43.212776","Utica Shale","","","","","","","","","","","","","","","US","New York","","based on political unit","seconds","","","","","1008"
"3908","occ","","","348","Graptoloida indet.","unranked clade","","","Graptoloida","unranked clade","306265","Caradoc","","458.2","449.5","25875","-2.550000","52.599998","Onny Shale","","","","","","","","","","","","","","""uppermost Caradoc""","UK","Wales","","based on political unit","minutes","","","","""Salop, Wales""","29"
"4032","occ","","","353","Glossograptus sp.","genus","","","Glossograptus","genus","33668","Richmondian","","449.6","445.5","11633","-83.950836","43.419445","Bills Creek Shale","","","","","","","","","","","","","","""U. Ord.""","US","Michigan","","based on political unit","seconds","","","","","1008"
"4103","occ","","","357","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Maysvillian","Richmondian","450.2","445.5","17051","-91.766670","43.516666","Scales","Maquoketa","Elgin","bed","Amplexograptus manitoulinensis","graptolite","F-231","49","ft","bottom to top","","","","","""U. Ord. (Richmondian? Ashgill)""","US","Minnesota","Fillmore","estimated from map","minutes","","","outcrop","Based on Text-Figure 1.  SW¼, SW¼, sec. 32, T. 101 N., R. 11 W","1008"
"4113","occ","","","358","Desmograptus cancellatus","species","395117","","Desmograptus cancellatus","species","395116","Richmondian","","449.6","445.5","61178","-92.427780","43.613609","Maquoketa","","","","","","","","","","","","","","""U. Ord.- Richmondian""","US","Minnesota","","based on political unit","seconds","","",""," Upper Iowa River and Minnesota","1008"
"4114","occ","","","358","Diplograptus peosta","species","","recombined as","Rectograptus peosta","species","419849","Richmondian","","449.6","445.5","61178","-92.427780","43.613609","Maquoketa","","","","","","","","","","","","","","""U. Ord.- Richmondian""","US","Minnesota","","based on political unit","seconds","","",""," Upper Iowa River and Minnesota","1008"
"4357","occ","","","366","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Rawtheyan","","448.8","445.2","19960","11.000000","60.000000","Husbergoya Shale","","","","","","","","","","","","","","""Late Ashgill, (late Rautheyan)""","NO","Oslo-Asker","","","degrees","","","local area","Oslo-Asker District, Norway","1008"
"4449","occ","","","368","Mastigograptus sp.","genus","","","Mastigograptus","genus","33808","Richmondian","","449.6","445.5","61146","-83.828613","39.445278","Waynesville","","","","","","","","","","","","","","""U. Ord., (l. Richmondian)""","US","Ohio","","based on political unit","seconds","","","basin","SW OH","1008"
"4589","occ","","","378","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Harju","","450.5","443.1","17052","14.183333","57.783333","Jerrestad Shale","","","","Eodindymene pulchra","","meters","16.4 - 11.2 m","","","","","","","""U. Ord. Harju, Eodindymene pulchra zone, Ashg-l""","SE","","","based on political unit","minutes","","","","""Koa(umlaut)ngen, S. Sweden""","29"
"4590","occ","","","378","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Harju","","450.5","443.1","17052","14.183333","57.783333","Jerrestad Shale","","","","Eodindymene pulchra","","meters","16.4 - 11.2 m","","","","","","","""U. Ord. Harju, Eodindymene pulchra zone, Ashg-l""","SE","","","based on political unit","minutes","","","","""Koa(umlaut)ngen, S. Sweden""","29"
"4634","occ","","","379","Dicellograptus sp.","genus","","","Dicellograptus","genus","33650","Harju","","450.5","443.1","17052","14.183333","57.783333","Jerrestad Shale","","","group of beds","Eodindymene pulchra","trilobite","Formation","4.35 - 10.04","m","top to bottom","","","","","""U. Ord. Harju, Eodindymene pulchra zone, Ashg-l""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4635","occ","","","379","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Harju","","450.5","443.1","17052","14.183333","57.783333","Jerrestad Shale","","","group of beds","Eodindymene pulchra","trilobite","Formation","4.35 - 10.04","m","top to bottom","","","","","""U. Ord. Harju, Eodindymene pulchra zone, Ashg-l""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4636","occ","","","379","Orthograptus sp.","genus","","","Orthograptus","genus","33714","Harju","","450.5","443.1","17052","14.183333","57.783333","Jerrestad Shale","","","group of beds","Eodindymene pulchra","trilobite","Formation","4.35 - 10.04","m","top to bottom","","","","","""U. Ord. Harju, Eodindymene pulchra zone, Ashg-l""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4683","occ","","","380","Dendrograptus sp.","genus","","","Dendrograptus","genus","33551","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4684","occ","","","380","Desmograptus sp.","genus","","","Desmograptus","genus","33552","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
"4685","occ","","","380","Corynoides sp.","genus","","","Corynoides","genus","33642","Caradoc","","458.2","449.5","17052","14.183333","57.783333","","","","","Dicranograptus clingani","","","","","","","","","","""M. Ord. Cara-M. Viru series""","SE","","","based on political unit","minutes","","","","""Koa:ngen, S. Sweden""","29"
